mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
3923-181420-0029_6115-58776-0041_2240-148522-0023_2570-157243-0040,3923.0,M,6115.0,M,2240.0,M,2570.0,F
5186-7793-0053_2790-142824-0088_6115-58778-0004_2785-154284-0021,5186.0,M,2790.0,F,6115.0,M,2785.0,F
1754-140639-0011_1482-140067-0032_3001-160952-0067_6371-63713-0094,1754.0,F,1482.0,M,3001.0,F,6371.0,F
4592-22179-0029_7956-245687-0005_6206-14958-0011_8138-293531-0029,4592.0,F,7956.0,M,6206.0,F,8138.0,M
2388-153728-0002_6099-230928-0013_1271-136861-0002_4290-14526-0023,2388.0,M,6099.0,F,1271.0,M,4290.0,M
4438-48525-0010_5909-287837-0005_1811-129443-0093_5154-6174-0036,4438.0,M,5909.0,M,1811.0,M,5154.0,F
14-212-0007_664-129011-0001_6294-86679-0008_7294-92934-0004,14.0,F,664.0,F,6294.0,M,7294.0,F
1851-151817-0027_510-130103-0026_3330-170956-0018_8347-258283-0037,1851.0,F,510.0,M,3330.0,F,8347.0,M
7957-39967-0061_6317-54487-0064_6782-61316-0065_8347-258283-0014,7957.0,M,6317.0,F,6782.0,F,8347.0,M
4854-24731-0080_5513-39476-0034_882-123267-0020_8119-115686-0024,4854.0,M,5513.0,M,882.0,F,8119.0,M
6924-291609-0005_6895-92805-0015_7665-104979-0045_3490-177638-0031,6924.0,F,6895.0,F,7665.0,M,3490.0,M
4495-18533-0023_224-133227-0014_8080-3961-0013_2256-137597-0016,4495.0,M,224.0,F,8080.0,F,2256.0,F
7959-109185-0045_2473-157861-0009_1776-142744-0031_5154-6174-0028,7959.0,F,2473.0,M,1776.0,M,5154.0,F
5123-29120-0038_2388-153728-0026_957-130588-0017_2427-154671-0021,5123.0,M,2388.0,M,957.0,M,2427.0,M
4926-23311-0028_2499-156154-0008_4331-88349-0005_7994-258960-0058,4926.0,F,2499.0,M,4331.0,F,7994.0,F
7665-104978-0043_731-366-0007_1031-133220-0058_3549-8890-0010,7665.0,M,731.0,F,1031.0,F,3549.0,F
731-366-0004_6865-95963-0023_56-1731-0021_5984-56837-0000,731.0,F,6865.0,F,56.0,F,5984.0,F
6139-58869-0019_1175-126220-0053_205-159056-0013_7938-109179-0032,6139.0,F,1175.0,M,205.0,F,7938.0,M
1054-143005-0084_4744-31668-0026_2401-144485-0082_3274-167022-0007,1054.0,F,4744.0,F,2401.0,F,3274.0,M
2598-4662-0050_1050-134119-0020_2201-7371-0040_1417-1536-0018,2598.0,F,1050.0,F,2201.0,M,1417.0,F
596-127685-0000_6308-68359-0042_157-121899-0010_2060-150855-0009,596.0,F,6308.0,F,157.0,M,2060.0,F
2254-152826-0007_1513-140222-0021_7313-91072-0038_6918-61317-0000,2254.0,F,1513.0,M,7313.0,M,6918.0,F
6637-69607-0069_475-125001-0007_8494-244431-0053_318-124224-0035,6637.0,F,475.0,M,8494.0,M,318.0,F
6497-234106-0004_1473-135657-0015_6458-232057-0013_580-126945-0055,6497.0,M,1473.0,M,6458.0,M,580.0,M
79-121541-0051_329-861-0021_8142-276732-0023_2652-157644-0049,79.0,F,329.0,M,8142.0,M,2652.0,F
7991-102381-0080_7484-39971-0070_3654-171138-0048_511-131228-0040,7991.0,M,7484.0,M,3654.0,M,511.0,M
1607-134636-0015_7766-275147-0027_240-144999-0035_2573-178449-0002,1607.0,M,7766.0,F,240.0,M,2573.0,F
2823-160953-0032_4854-24731-0079_7832-114468-0054_6206-14958-0046,2823.0,M,4854.0,M,7832.0,M,6206.0,F
2628-153958-0007_2056-143893-0083_1482-140071-0015_3513-163607-0006,2628.0,M,2056.0,F,1482.0,M,3513.0,F
6509-76574-0040_968-122544-0049_3728-105386-0014_3852-175448-0047,6509.0,F,968.0,F,3728.0,F,3852.0,F
8028-233382-0042_4806-26894-0010_1789-142896-0013_7809-108638-0019,8028.0,M,4806.0,M,1789.0,M,7809.0,M
8786-276749-0015_2230-132101-0018_3032-19361-0093_2004-147981-0005,8786.0,M,2230.0,F,3032.0,M,2004.0,F
7538-100044-0022_6510-62516-0045_64-76974-0024_6160-44912-0016,7538.0,M,6510.0,M,64.0,F,6160.0,F
708-129393-0137_5039-1188-0001_8875-293959-0044_2319-138656-0025,708.0,M,5039.0,F,8875.0,M,2319.0,M
345-1120-0009_1417-1539-0014_3221-9174-0038_4681-13056-0049,345.0,M,1417.0,F,3221.0,M,4681.0,M
242-122627-0026_1053-132850-0014_4770-25951-0034_8772-295710-0019,242.0,F,1053.0,F,4770.0,F,8772.0,M
2319-138631-0032_597-127694-0025_5147-32137-0019_1226-141268-0001,2319.0,M,597.0,F,5147.0,M,1226.0,M
1012-133424-0090_6426-64291-0006_7833-102239-0019_8190-284433-0001,1012.0,F,6426.0,F,7833.0,M,8190.0,F
2532-163402-0009_3540-163612-0023_6620-283138-0004_7926-254949-0010,2532.0,F,3540.0,M,6620.0,F,7926.0,M
2787-157400-0074_5975-54006-0073_2654-158744-0052_5717-61421-0019,2787.0,M,5975.0,M,2654.0,M,5717.0,M
4806-26894-0034_4116-13265-0007_7949-39970-0001_249-121331-0049,4806.0,M,4116.0,F,7949.0,M,249.0,M
1603-139325-0016_3294-167597-0012_64-76974-0019_8119-115687-0024,1603.0,M,3294.0,F,64.0,F,8119.0,M
98-121658-0037_258-130878-0069_1913-143521-0004_329-862-0023,98.0,F,258.0,M,1913.0,M,329.0,M
667-158816-0009_4592-22178-0011_7240-92202-0038_3889-9914-0005,667.0,F,4592.0,F,7240.0,F,3889.0,F
3549-171171-0028_3977-87547-0025_3228-4691-0016_2238-121415-0064,3549.0,F,3977.0,M,3228.0,F,2238.0,M
7910-294690-0010_5126-34483-0030_7594-91192-0007_157-126796-0047,7910.0,F,5126.0,M,7594.0,F,157.0,M
70-121130-0002_8011-111754-0023_724-123283-0005_1322-137589-0057,70.0,M,8011.0,M,724.0,M,1322.0,M
115-122944-0008_925-8157-0018_3289-171109-0001_1731-142320-0104,115.0,F,925.0,F,3289.0,M,1731.0,F
6294-86679-0041_472-129983-0001_663-128991-0053_2045-158081-0042,6294.0,M,472.0,F,663.0,M,2045.0,M
1535-141642-0031_6782-61316-0015_7995-276907-0004_14-212-0024,1535.0,M,6782.0,F,7995.0,F,14.0,F
8575-290351-0025_1811-129443-0009_337-123033-0006_2816-4136-0012,8575.0,M,1811.0,M,337.0,F,2816.0,M
1349-135892-0073_7833-102238-0023_949-162667-0030_3816-19585-0003,1349.0,M,7833.0,M,949.0,M,3816.0,F
1382-130549-0002_7939-120318-0020_8329-279775-0065_1050-134120-0016,1382.0,F,7939.0,M,8329.0,F,1050.0,F
8011-291458-0024_6120-14976-0002_2404-141242-0028_1425-139297-0038,8011.0,M,6120.0,F,2404.0,M,1425.0,F
8699-291107-0013_5618-48830-0003_2201-160438-0029_8396-120277-0009,8699.0,F,5618.0,F,2201.0,M,8396.0,M
2137-155944-0025_2562-157263-0000_501-125128-0022_3790-140725-0001,2137.0,M,2562.0,M,501.0,M,3790.0,F
7991-102381-0085_8195-117382-0099_2638-10172-0089_5618-48830-0018,7991.0,M,8195.0,M,2638.0,F,5618.0,F
4039-184265-0013_3009-10327-0006_5672-88363-0028_8713-296159-0005,4039.0,M,3009.0,M,5672.0,M,8713.0,M
3733-140718-0067_8404-282926-0074_6258-49755-0003_8195-117382-0040,3733.0,F,8404.0,F,6258.0,M,8195.0,M
4098-11547-0027_54-121079-0021_1322-137589-0015_1027-125140-0066,4098.0,F,54.0,F,1322.0,M,1027.0,M
8677-291953-0028_1649-68762-0021_7730-304541-0005_7095-88489-0027,8677.0,F,1649.0,F,7730.0,F,7095.0,M
5062-294697-0024_8848-293957-0014_1845-147962-0022_6673-72311-0093,5062.0,F,8848.0,M,1845.0,F,6673.0,F
4854-24731-0054_112-123216-0003_7816-108621-0038_3540-163612-0074,4854.0,M,112.0,F,7816.0,F,3540.0,M
4519-6171-0012_2230-124587-0022_3615-14674-0054_1678-142279-0020,4519.0,F,2230.0,F,3615.0,F,1678.0,F
7117-86710-0041_1536-137608-0015_6206-14958-0028_6458-232057-0122,7117.0,F,1536.0,M,6206.0,F,6458.0,M
1175-126221-0031_6518-66464-0015_7297-92812-0013_803-139753-0021,1175.0,M,6518.0,F,7297.0,F,803.0,M
4490-16003-0027_664-129011-0067_3889-130125-0020_2823-160953-0019,4490.0,F,664.0,F,3889.0,F,2823.0,M
6294-86679-0037_6701-71402-0001_711-187464-0015_472-129994-0021,6294.0,M,6701.0,M,711.0,M,472.0,F
2056-143893-0086_3448-5416-0030_3645-39840-0000_5401-39515-0031,2056.0,F,3448.0,M,3645.0,F,5401.0,M
6904-262291-0020_5717-94876-0027_957-130588-0020_1638-84448-0004,6904.0,F,5717.0,M,957.0,M,1638.0,M
8494-244431-0042_1668-136280-0010_210-129396-0106_4770-25951-0087,8494.0,M,1668.0,F,210.0,M,4770.0,F
28-12332-0073_6696-73295-0032_1859-145701-0023_5519-39478-0029,28.0,F,6696.0,F,1859.0,F,5519.0,M
4899-32658-0042_5975-54006-0042_8011-117866-0019_274-121392-0004,4899.0,F,5975.0,M,8011.0,M,274.0,F
8228-232690-0029_598-127703-0036_1472-139797-0031_4363-11049-0015,8228.0,F,598.0,F,1472.0,F,4363.0,F
1379-130517-0004_5386-28384-0033_1031-133220-0010_3781-156977-0004,1379.0,M,5386.0,M,1031.0,F,3781.0,F
3274-163518-0030_3389-13248-0035_6673-72311-0048_1390-130495-0013,3274.0,M,3389.0,M,6673.0,F,1390.0,F
4290-14526-0014_4860-13185-0096_6694-70837-0087_3330-170956-0060,4290.0,M,4860.0,M,6694.0,M,3330.0,F
1826-142752-0016_6330-62850-0021_1958-144503-0039_4331-57180-0017,1826.0,M,6330.0,M,1958.0,M,4331.0,F
4592-22178-0006_5400-34478-0022_8506-287660-0018_2334-150915-0001,4592.0,F,5400.0,F,8506.0,F,2334.0,M
3224-167024-0008_2056-143893-0096_1061-142358-0027_7460-92002-0005,3224.0,F,2056.0,F,1061.0,F,7460.0,M
3638-758-0026_637-127595-0024_23-124439-0052_7802-104398-0009,3638.0,F,637.0,M,23.0,F,7802.0,F
882-123268-0030_708-129393-0066_8006-112592-0064_3584-178748-0006,882.0,F,708.0,M,8006.0,M,3584.0,F
2517-135229-0000_3654-171139-0026_5868-54659-0040_1417-1532-0009,2517.0,M,3654.0,M,5868.0,M,1417.0,F
612-121760-0034_6054-41610-0040_5319-42637-0025_3927-6557-0067,612.0,F,6054.0,F,5319.0,M,3927.0,M
803-139752-0006_480-123176-0040_7739-8592-0030_5246-5084-0017,803.0,M,480.0,M,7739.0,F,5246.0,M
7384-84010-0007_2673-162130-0012_1241-137614-0005_6038-56777-0082,7384.0,F,2673.0,M,1241.0,F,6038.0,F
7188-107627-0003_7867-110742-0019_7825-258978-0009_637-127595-0018,7188.0,M,7867.0,M,7825.0,M,637.0,M
1826-142752-0004_2404-141240-0018_3979-10702-0026_8855-283242-0039,1826.0,M,2404.0,M,3979.0,F,8855.0,M
8718-295197-0015_7720-105167-0040_5039-1189-0014_278-127215-0069,8718.0,F,7720.0,M,5039.0,F,278.0,F
2960-155151-0000_4238-12895-0020_1903-132499-0014_4629-19366-0104,2960.0,M,4238.0,F,1903.0,M,4629.0,M
954-130627-0071_7956-245687-0028_3792-176660-0081_5968-55202-0033,954.0,M,7956.0,M,3792.0,M,5968.0,F
64-76974-0020_6341-64956-0031_6918-61317-0001_373-130975-0007,64.0,F,6341.0,F,6918.0,F,373.0,F
497-129325-0048_8825-292253-0058_2427-154736-0007_4222-12898-0016,497.0,M,8825.0,F,2427.0,M,4222.0,F
5868-54659-0005_8820-294114-0023_5189-59288-0007_1731-142320-0024,5868.0,M,8820.0,M,5189.0,M,1731.0,F
8677-296078-0040_7657-104717-0032_7398-98876-0024_5767-48579-0023,8677.0,F,7657.0,F,7398.0,F,5767.0,M
5386-4145-0031_119-121722-0007_3185-163507-0013_7809-108638-0081,5386.0,M,119.0,M,3185.0,M,7809.0,M
4592-22178-0013_5039-1188-0005_5712-48842-0007_4519-6171-0038,4592.0,F,5039.0,F,5712.0,F,4519.0,F
7258-91902-0005_340-124368-0027_954-130627-0027_318-124224-0082,7258.0,M,340.0,M,954.0,M,318.0,F
8848-293957-0030_1417-1536-0036_594-127731-0031_4719-25766-0008,8848.0,M,1417.0,F,594.0,M,4719.0,M
7240-92200-0009_899-126233-0055_6788-92420-0029_3294-167609-0021,7240.0,F,899.0,M,6788.0,F,3294.0,F
4222-187005-0037_5684-46243-0055_112-123216-0007_3835-178030-0039,4222.0,F,5684.0,F,112.0,F,3835.0,M
1283-136983-0045_8194-89388-0034_7285-72207-0021_7777-106366-0011,1283.0,M,8194.0,F,7285.0,F,7777.0,M
5319-42637-0008_258-121528-0014_6993-83606-0018_8228-232690-0019,5319.0,M,258.0,M,6993.0,M,8228.0,F
8347-258283-0080_6763-74798-0023_4681-13056-0074_6937-262269-0005,8347.0,M,6763.0,F,4681.0,M,6937.0,F
8183-282977-0032_1571-141320-0016_1283-136983-0052_3630-11612-0001,8183.0,F,1571.0,M,1283.0,M,3630.0,F
1913-143521-0023_353-128309-0001_2229-152864-0026_1933-146437-0066,1913.0,M,353.0,M,2229.0,M,1933.0,F
1800-142858-0067_2053-138888-0033_335-125941-0004_3945-29110-0017,1800.0,F,2053.0,F,335.0,M,3945.0,M
589-146346-0019_7962-110061-0010_2992-164100-0037_6965-277899-0034,589.0,F,7962.0,F,2992.0,M,6965.0,M
1827-143625-0006_5968-71320-0029_1509-145742-0028_272-130227-0008,1827.0,M,5968.0,F,1509.0,F,272.0,M
2010-147045-0033_4899-32639-0013_2481-163597-0042_4427-20023-0005,2010.0,F,4899.0,F,2481.0,F,4427.0,F
7460-92002-0027_5656-44576-0000_1226-141268-0038_1289-288044-0026,7460.0,M,5656.0,M,1226.0,M,1289.0,F
2999-156967-0001_589-139200-0017_225-131256-0012_2334-150915-0034,2999.0,M,589.0,F,225.0,F,2334.0,M
7720-105167-0000_8687-216570-0107_7995-280250-0002_3347-134420-0014,7720.0,M,8687.0,M,7995.0,F,3347.0,F
7553-101289-0056_1806-143946-0004_5655-46268-0020_2269-165387-0013,7553.0,M,1806.0,M,5655.0,F,2269.0,F
3483-119637-0047_783-126739-0012_3994-11512-0025_5802-66347-0023,3483.0,M,783.0,F,3994.0,F,5802.0,M
6300-39661-0027_4098-11546-0032_8772-295710-0015_8824-279153-0045,6300.0,F,4098.0,F,8772.0,M,8824.0,M
6458-232057-0065_9026-282385-0048_7520-258986-0007_8329-279775-0026,6458.0,M,9026.0,F,7520.0,M,8329.0,F
968-122544-0026_2368-157057-0031_4744-4158-0026_5389-4861-0003,968.0,F,2368.0,M,4744.0,F,5389.0,M
70-121130-0035_3105-166683-0039_3835-178028-0008_1472-142848-0013,70.0,M,3105.0,M,3835.0,M,1472.0,F
1093-132891-0008_339-132718-0015_122-121734-0018_968-122545-0029,1093.0,F,339.0,F,122.0,M,968.0,F
2137-131742-0011_6782-61316-0073_5724-13364-0058_5975-54006-0001,2137.0,M,6782.0,F,5724.0,F,5975.0,M
3070-166420-0008_7134-67233-0013_882-123267-0030_922-132299-0008,3070.0,M,7134.0,M,882.0,F,922.0,M
3118-5912-0035_806-123715-0048_511-131226-0010_4427-41933-0013,3118.0,M,806.0,M,511.0,M,4427.0,F
1806-2536-0000_373-130974-0024_1066-5330-0029_3118-5912-0048,1806.0,M,373.0,F,1066.0,F,3118.0,M
1769-143485-0041_2769-176256-0027_2628-153958-0027_464-126832-0027,1769.0,M,2769.0,M,2628.0,M,464.0,M
8142-3966-0001_6538-81858-0030_3082-165428-0081_3157-119295-0008,8142.0,M,6538.0,M,3082.0,M,3157.0,F
318-124224-0023_6330-62851-0030_1066-4479-0022_7445-94526-0039,318.0,F,6330.0,M,1066.0,F,7445.0,F
2598-4662-0027_3816-11258-0016_6339-65554-0064_1066-103481-0030,2598.0,F,3816.0,F,6339.0,F,1066.0,F
1422-146111-0031_362-123047-0007_303-123506-0038_6099-67860-0001,1422.0,F,362.0,F,303.0,M,6099.0,F
1974-139742-0020_7945-112011-0046_2388-153733-0019_2517-135229-0026,1974.0,F,7945.0,F,2388.0,M,2517.0,M
2285-163380-0014_5656-44576-0028_7910-105673-0016_1811-129443-0041,2285.0,M,5656.0,M,7910.0,F,1811.0,M
581-126957-0000_1066-5330-0002_3546-9321-0008_492-131899-0019,581.0,M,1066.0,F,3546.0,F,492.0,M
3866-173230-0027_7139-75360-0037_3521-12715-0031_3551-7887-0025,3866.0,M,7139.0,M,3521.0,M,3551.0,F
55-121068-0008_56-1733-0002_4629-19366-0012_7828-105179-0045,55.0,M,56.0,F,4629.0,M,7828.0,M
1731-142320-0071_4595-45204-0003_4586-61758-0033_2146-136610-0019,1731.0,F,4595.0,M,4586.0,M,2146.0,M
205-157088-0030_497-129325-0052_8266-258263-0030_7949-39970-0094,205.0,F,497.0,M,8266.0,M,7949.0,M
6339-65534-0038_1535-141644-0007_4071-39913-0017_3070-166420-0004,6339.0,F,1535.0,M,4071.0,F,3070.0,M
7498-99157-0006_5261-19373-0005_231-127936-0035_6694-70837-0082,7498.0,F,5261.0,M,231.0,M,6694.0,M
3864-185125-0017_3340-169293-0054_5186-7793-0100_835-130876-0021,3864.0,M,3340.0,M,5186.0,M,835.0,M
948-132705-0021_3537-5704-0047_7258-91902-0009_5190-87791-0057,948.0,F,3537.0,F,7258.0,M,5190.0,M
5186-7793-0025_5622-44585-0017_1316-132800-0039_6694-70837-0015,5186.0,M,5622.0,F,1316.0,M,6694.0,M
6788-92420-0016_6233-61741-0006_1337-10673-0030_1195-135814-0000,6788.0,F,6233.0,F,1337.0,M,1195.0,F
4973-24514-0004_2920-156230-0019_2494-156019-0002_7069-246892-0008,4973.0,M,2920.0,F,2494.0,M,7069.0,M
5123-34572-0045_594-127732-0047_7956-245687-0061_5154-26558-0007,5123.0,M,594.0,M,7956.0,M,5154.0,F
3876-174953-0053_7169-89735-0051_5809-51162-0040_2573-178450-0010,3876.0,F,7169.0,M,5809.0,F,2573.0,F
3551-7884-0040_1731-142320-0034_2573-178450-0020_5606-54666-0062,3551.0,F,1731.0,F,2573.0,F,5606.0,F
1028-133393-0015_1365-134825-0004_1001-134708-0012_3654-171139-0023,1028.0,M,1365.0,M,1001.0,M,3654.0,M
2427-154736-0006_3927-6556-0020_6388-64974-0063_408-122806-0061,2427.0,M,3927.0,M,6388.0,F,408.0,F
5239-32139-0020_339-132718-0035_4590-18006-0031_2074-159371-0015,5239.0,M,339.0,F,4590.0,M,2074.0,M
6233-61743-0013_7395-89880-0025_6308-68358-0019_5606-54666-0056,6233.0,F,7395.0,F,6308.0,F,5606.0,F
597-134789-0033_2638-10172-0106_4111-184447-0016_7245-104888-0026,597.0,F,2638.0,F,4111.0,F,7245.0,F
7828-105179-0056_2494-156018-0009_362-123013-0014_8605-292138-0014,7828.0,M,2494.0,M,362.0,F,8605.0,F
8396-120277-0000_2688-144987-0007_8592-285135-0064_2254-152825-0012,8396.0,M,2688.0,M,8592.0,M,2254.0,F
17-362-0070_834-130871-0007_3105-166683-0014_3866-173230-0019,17.0,M,834.0,F,3105.0,M,3866.0,M
4057-12085-0030_5868-54659-0026_724-123284-0007_3816-290923-0023,4057.0,F,5868.0,M,724.0,M,3816.0,F
5239-31629-0033_6877-79973-0004_5290-39475-0059_6339-65534-0040,5239.0,M,6877.0,M,5290.0,F,6339.0,F
4110-11535-0033_8057-271826-0006_8410-278217-0057_7245-104886-0008,4110.0,M,8057.0,F,8410.0,F,7245.0,F
7833-102239-0015_1641-130504-0024_5570-73847-0020_4806-26894-0038,7833.0,M,1641.0,F,5570.0,F,4806.0,M
7837-109173-0021_5189-37999-0035_7518-86741-0032_882-123266-0017,7837.0,M,5189.0,M,7518.0,M,882.0,F
5386-28384-0026_249-121331-0036_4290-7622-0024_3171-7574-0029,5386.0,M,249.0,M,4290.0,M,3171.0,M
4973-24515-0002_3105-166683-0048_1060-134451-0032_3114-170976-0019,4973.0,M,3105.0,M,1060.0,F,3114.0,M
7258-91902-0033_559-126296-0015_1222-133834-0014_5012-31097-0044,7258.0,M,559.0,M,1222.0,M,5012.0,F
5810-8689-0043_8421-283462-0081_9022-282357-0041_1027-125140-0065,5810.0,M,8421.0,F,9022.0,F,1027.0,M
4111-184447-0010_4800-73728-0035_597-127694-0036_1379-130529-0026,4111.0,F,4800.0,F,597.0,F,1379.0,M
6701-71402-0035_1289-288044-0052_7139-75362-0036_1121-135824-0009,6701.0,M,1289.0,F,7139.0,M,1121.0,M
1226-141270-0002_30-4445-0014_7783-107486-0005_2156-82458-0030,1226.0,M,30.0,F,7783.0,F,2156.0,M
5157-47239-0043_3738-176680-0014_5012-31097-0001_7285-72200-0050,5157.0,M,3738.0,F,5012.0,F,7285.0,F
7140-72210-0007_1448-135894-0031_3876-174960-0017_3540-163612-0004,7140.0,F,1448.0,F,3876.0,F,3540.0,M
5935-43322-0005_8722-296473-0091_8742-245707-0020_3738-176682-0017,5935.0,M,8722.0,F,8742.0,M,3738.0,F
6895-92805-0005_2156-82458-0011_3914-10089-0007_2758-86588-0029,6895.0,F,2156.0,M,3914.0,M,2758.0,F
5588-39648-0037_968-122544-0005_7909-106370-0001_3922-715-0036,5588.0,F,968.0,F,7909.0,M,3922.0,F
3869-700-0069_4899-32658-0043_5147-32137-0034_8118-114469-0010,3869.0,M,4899.0,F,5147.0,M,8118.0,F
6098-57837-0040_8605-291172-0026_4590-18004-0043_4839-15304-0010,6098.0,M,8605.0,F,4590.0,M,4839.0,F
7000-83708-0040_1958-144503-0037_2319-138631-0030_7881-109662-0022,7000.0,M,1958.0,M,2319.0,M,7881.0,M
6167-73972-0023_3717-21498-0010_6235-36641-0084_4013-11734-0034,6167.0,F,3717.0,M,6235.0,F,4013.0,M
5914-52088-0032_7730-304534-0012_7478-98644-0017_1165-135216-0015,5914.0,M,7730.0,F,7478.0,M,1165.0,M
1383-130489-0022_3092-39501-0011_5727-47032-0045_1182-133396-0027,1383.0,M,3092.0,F,5727.0,M,1182.0,M
3927-6556-0066_1271-128145-0001_4111-184447-0051_7169-89735-0046,3927.0,M,1271.0,M,4111.0,F,7169.0,M
4592-26872-0009_986-129388-0032_6082-56174-0018_820-123135-0034,4592.0,F,986.0,M,6082.0,F,820.0,M
4138-11079-0069_8575-290350-0007_258-130878-0019_835-130876-0030,4138.0,F,8575.0,M,258.0,M,835.0,M
2039-141208-0040_6519-69412-0000_318-124224-0019_278-127215-0088,2039.0,M,6519.0,F,318.0,F,278.0,F
7553-101278-0015_1859-145703-0029_4427-20028-0019_3703-73732-0023,7553.0,M,1859.0,F,4427.0,F,3703.0,F
1066-103481-0025_1348-135832-0033_836-130900-0017_54-121079-0031,1066.0,F,1348.0,F,836.0,M,54.0,F
451-126829-0013_511-131228-0034_5583-41259-0039_2999-156967-0039,451.0,F,511.0,M,5583.0,F,2999.0,M
409-124990-0083_22-121148-0018_7688-105390-0034_7314-93277-0008,409.0,M,22.0,F,7688.0,M,7314.0,M
6550-53343-0044_5246-5084-0007_510-130101-0003_4733-6398-0066,6550.0,M,5246.0,M,510.0,M,4733.0,M
5333-5097-0017_949-162667-0029_2816-4136-0025_8855-302395-0008,5333.0,M,949.0,M,2816.0,M,8855.0,M
7484-39971-0051_6038-56777-0024_5731-50776-0027_6956-76046-0043,7484.0,M,6038.0,F,5731.0,F,6956.0,M
2775-160958-0020_8050-110238-0026_2481-12731-0026_55-121069-0039,2775.0,F,8050.0,M,2481.0,F,55.0,M
7982-245691-0053_8225-274375-0026_7286-92935-0002_278-127215-0090,7982.0,F,8225.0,M,7286.0,F,278.0,F
3230-137483-0103_7926-254948-0055_3490-177638-0005_5039-1189-0084,3230.0,M,7926.0,M,3490.0,M,5039.0,F
8786-276749-0011_2061-147110-0053_8193-116805-0025_6330-62850-0032,8786.0,M,2061.0,F,8193.0,F,6330.0,M
5672-88363-0041_8028-233382-0020_7145-87280-0081_6550-65820-0005,5672.0,M,8028.0,M,7145.0,F,6550.0,M
1379-130517-0003_699-132864-0007_5157-47237-0036_7733-106800-0012,1379.0,M,699.0,F,5157.0,M,7733.0,F
5622-44585-0013_126-125084-0011_6694-70837-0104_1387-130989-0034,5622.0,F,126.0,F,6694.0,M,1387.0,M
6694-70837-0103_2364-131735-0029_7962-110061-0106_1513-140222-0004,6694.0,M,2364.0,F,7962.0,F,1513.0,M
1182-134981-0013_3994-11512-0012_4490-16003-0008_5975-54006-0007,1182.0,M,3994.0,F,4490.0,F,5975.0,M
7802-104394-0037_6574-70756-0039_1322-137589-0048_340-124368-0017,7802.0,F,6574.0,M,1322.0,M,340.0,M
5002-72876-0004_6446-40571-0033_6637-69607-0015_1165-135216-0046,5002.0,M,6446.0,M,6637.0,F,1165.0,M
5909-111961-0034_5290-39475-0000_1800-142858-0094_667-158816-0012,5909.0,M,5290.0,F,1800.0,F,667.0,F
2573-178449-0026_7733-106800-0079_711-187466-0006_1337-10673-0018,2573.0,F,7733.0,F,711.0,M,1337.0,M
55-121068-0072_249-121331-0028_1093-132891-0103_2999-156968-0039,55.0,M,249.0,M,1093.0,F,2999.0,M
2393-144496-0027_770-134592-0020_6080-58025-0013_1195-37134-0006,2393.0,M,770.0,M,6080.0,M,1195.0,F
5583-41919-0006_1365-134804-0026_8825-292253-0025_6575-67584-0043,5583.0,F,1365.0,M,8825.0,F,6575.0,M
225-131256-0021_3645-77173-0030_8097-108005-0055_4098-11547-0037,225.0,F,3645.0,F,8097.0,F,4098.0,F
8527-281131-0005_3215-5764-0004_217-122443-0082_216-122451-0067,8527.0,M,3215.0,F,217.0,F,216.0,M
154-293987-0010_3215-5764-0001_6555-398-0041_4222-12898-0026,154.0,M,3215.0,F,6555.0,M,4222.0,F
6371-63713-0063_3224-168199-0034_2004-147967-0042_1050-134120-0000,6371.0,F,3224.0,F,2004.0,F,1050.0,F
175-127696-0033_7314-93276-0012_8097-108005-0019_5239-31629-0023,175.0,F,7314.0,M,8097.0,F,5239.0,M
2010-121416-0010_3513-7741-0027_1271-136861-0052_850-131003-0035,2010.0,F,3513.0,F,1271.0,M,850.0,M
6673-72311-0069_3180-138043-0078_5092-28462-0019_8464-282934-0036,6673.0,F,3180.0,M,5092.0,M,8464.0,M
4860-13185-0085_459-127521-0022_5724-13364-0055_1456-136846-0014,4860.0,M,459.0,M,5724.0,F,1456.0,M
718-129594-0020_2533-149939-0011_7126-59167-0047_6395-86708-0019,718.0,M,2533.0,M,7126.0,M,6395.0,M
3379-132601-0030_6924-291609-0002_3072-155949-0058_4057-183239-0009,3379.0,F,6924.0,F,3072.0,M,4057.0,F
3072-155948-0036_7933-113273-0031_6006-57831-0004_8474-281188-0001,3072.0,M,7933.0,F,6006.0,F,8474.0,M
3082-165428-0026_7933-112597-0028_5190-87766-0034_1448-135894-0047,3082.0,M,7933.0,F,5190.0,M,1448.0,F
7730-304534-0021_7657-104717-0003_7339-86765-0065_1845-145083-0000,7730.0,F,7657.0,F,7339.0,M,1845.0,F
1160-139717-0021_2787-157400-0025_8875-293959-0019_1323-149236-0012,1160.0,M,2787.0,M,8875.0,M,1323.0,M
3905-172165-0075_6553-82558-0007_23-124439-0101_7981-112057-0010,3905.0,F,6553.0,M,23.0,F,7981.0,M
7117-86732-0034_1160-139727-0006_7995-276908-0010_1445-139397-0000,7117.0,F,1160.0,M,7995.0,F,1445.0,M
5684-46243-0059_1961-145733-0017_4839-15307-0022_439-123866-0024,5684.0,F,1961.0,F,4839.0,F,439.0,M
7445-94522-0034_1607-134636-0031_8190-284434-0011_3224-167024-0030,7445.0,F,1607.0,M,8190.0,F,3224.0,F
